CustomerID,Annual_Income,Spending_Score,Distance_C1,Distance_C2,Distance_C3,Assigned_Cluster,Squared_Distance_to_New_Centroid
1058,39,52,21.8626,8.7403,53.9551,2,46.3939
1059,70.5,38,56.1757,26.1398,19.6993,3,179.2964
1060,37.7,75,20.4092,26.2764,68.7333,1,320.5959
1061,32.2,43,23.837,17.2423,56.869,2,236.2656
1062,22,66,2.5706,29.8698,75.6549,1,8.5068
1063,19.6,77,13.2059,38.4598,83.8037,1,194.3434
1064,80.9,57,60.6694,33.8564,30.7375,3,600.892
1065,77.7,30,66.3566,36.4847,9.563,3,31.8653
1066,38,59,18.0428,12.736,58.3878,2,131.1491
1067,79.1,41,62.7827,32.9149,16.0985,3,84.5098
1068,46.6,52,28.551,1.6832,47.3666,2,3.2835
1069,34.4,55,16.371,13.9276,59.4256,2,146.8139
1070,64.4,47,46.9078,17.159,30.09,2,364.0897
1071,89.1,3,91.6006,63.1822,23.937,3,914.0653
1072,35.2,62,14.6981,16.8218,62.385,1,132.7834
1073,98.1,26,86.2266,56.171,11.4112,3,279.1098
1074,21.5,56,7.883,26.6761,71.4492,1,64.7276
1075,62.8,62,42.2232,18.9229,42.5422,2,427.6401
1076,54,41,40.4451,11.5794,35.6595,2,159.5491
1077,54.3,44,39.0887,9.4304,36.69,2,116.8642
1078,38.4,74,20.4843,25.0873,67.5335,1,318.9568
1079,15,53,12.2028,32.7221,76.3478,1,192.1818
1080,50.1,44,35.5335,7.1151,40.4488,2,61.7284
1081,53.2,46,37.1443,7.2654,38.6188,2,77.1518
1082,86.9,38,71.1396,41.2562,11.1833,3,47.0031
1083,41.1,56,21.9301,8.4326,54.1535,2,51.2077
1084,37.9,42,27.8461,13.0434,51.1244,2,131.5139
1085,27.8,54,12.1776,20.116,64.8861,1,110.2184
1086,84.3,27,73.5681,43.6412,2.425,3,33.3186
1087,60.4,44,44.4531,14.4014,31.4303,2,259.7725
1088,36.6,60,16.4366,14.4501,60.1071,2,172.5594
1089,52.5,52,34.0085,5.0376,42.4854,2,49.4663
1090,35.2,37,30.5402,18.4871,52.5147,2,290.2346
1091,69.3,50,50.6106,21.6711,28.9964,2,560.1918
1092,39.4,57,19.9877,10.3866,56.1244,2,81.5897
1093,39.7,68,19.5329,19.0566,62.5032,2,342.6966
1094,49.2,55,29.9171,4.5969,46.9236,2,33.2622
1095,21.3,72,8.1952,33.8892,79.5043,1,75.0226
1096,53.7,52,35.1359,6.2035,41.525,2,67.3794
1097,41,66,20.4982,16.7005,60.211,2,262.8146
1098,45.4,57,25.7081,6.7088,51.1677,2,42.7553
1099,40.6,53,22.7309,7.4131,53.0318,2,31.787
